ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,author,url,typedby,checkedby,notes,source
1319,Tirax (Mae B),maee1241,,mme,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1319,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1319-2016
1321,Port Sandwich (Lamap 1),port1285,,psw,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1321,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1321-2016
1325,Wala (Worprev B),urip1239,,upv,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1325,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1325-2016
1330,Mangap-Mbula,mbul1263,,mna,,,,,"Bugenhagen 1995, Bugenhagen & Bugenhagen 2007",https://abvd.shh.mpg.de/austronesian/language.php?id=1330,Malcolm Ross,Malcolm Ross,"Bugenhagen, Robert D., 1995. A grammar of Mangap-Mbula: An Austronesian language of Papua New Guinea.  Canberra: Pacific Linguistics. (Pacific Linguistics C-101)

Bugenhagen, Salme & Robert D. Bugenhagen, 2007. Ro Ta Ipiyooto Sua Mbula Uunu: Mbula-English Dictionary.  Ukarumpa: Summer Institute of Linguistics, Papua New Guinea Branch. 

Some cognates are less obvious than they might be because the language has/had a vowel harmony rule that operates from right to left.",303696;323381
1333,Tami,tami1290,,tmy,,,,,"Malcolm Ross, fieldnotes, supplemented Bamler 1990",https://abvd.shh.mpg.de/austronesian/language.php?id=1333,Malcolm Ross,Malcolm Ross,"Bamler, Georg, 1900. Bemerkungen zur Grammatik der Tami-Sprache. Zeitschrift für afrikanische und ozeanische Sprachen 5:198-253.

Spoken on islands off the southeast point of the Huon Peninsula of New Guinea.",94718;Ross-1333-2016
1334,Mumeng (Patep dialect),pate1247,,ptp,,,,,"Malcolm Ross, fieldnotes & Adams (n.d.)",https://abvd.shh.mpg.de/austronesian/language.php?id=1334,Malcolm Ross,Malcolm Ross,"(1) Malcolm Ross, fieldnotes
(2) Karen Adams, n.d. Electronic dictionary. Ukarumpa: Summer Institute of Linguistics",Ross-1334-2016;adams-a
1335,Mangseng,mang1403,,mbh,,,,,"Malcolm Ross, fieldnotes & Lloyd Milligan (n.d.)",https://abvd.shh.mpg.de/austronesian/language.php?id=1335,Malcolm Ross,Malcolm Ross,"Malcolm Ross, fieldnotes
Lloyd Milligan, n.d., Electronic lexicon. Ukarumpa, Summer Institute of Linguistics.",Ross-1335-2016;milligan-a
1336,Bariai,bari1286,,bch,,,,,"Malcolm Ross, fieldnotes supplemented by Gallagher (2008)",https://abvd.shh.mpg.de/austronesian/language.php?id=1336,Malcolm Ross,Malcolm Ross,"Malcolm Ross, fieldnotes
Gallagher, Steve, 2008. Bariai dictionary (first corrected edition), West New Britain Province, Papua New Guinea.  Ukarumpa: Summer Institute of Linguistics. 

Otherwise known as Kabana (pej.). Belongs to Ngero group.",Ross-1336-2016;50214
1340,Label,labe1239,,lbb,,,,,Peekel 1930,https://abvd.shh.mpg.de/austronesian/language.php?id=1340,Malcolm Ross,Malcolm Ross,"Peekel, Gerhard, 1930. Grammatische Grundzüge und Wörterverzeichnis der Label-Sprache. Zeitschrift für Eingeborenen-Sprachen 20:10-34, 92-120.",21242
1341,Ramoaaina,ramo1244,,rai,,,,,"Malcolm Ross's fieldnotes, supplemented by Fritzell & Davies 1992, n.d.",https://abvd.shh.mpg.de/austronesian/language.php?id=1341,Malcolm Ross,Malcolm Ross,"AKA Duke of York.

(1) Malcolm Ross's fieldnotes
(2) Lisbeth Fritzell & Robin Davies, n.d., Electronic dictionary of Ramoaaina
(3) Robyn Davies & Lisbeth Fritzell, 1992. Duke of York grammar essentials (Ramoaaina). Unpublished ms. Ukarumpa: Summer Institute of Linguistics.",Ross-1341-2016;DaviesFritzellND;s_DaviesFritzell_Ramoaaina
1342,Sursurunga,surs1246,,sgz,,,,,"Malcolm Ross, fieldnotes, supplemented with Hutchisson (1975, n.d.)",https://abvd.shh.mpg.de/austronesian/language.php?id=1342,Malcolm Ross,Malcolm Ross,"(1) Malcolm Ross, fieldnotes
(2) Don Hutchisson, n.d. Electronic dictionary of Sursurunga. Ukarumpa: Summer Institute of Linguistics
(3) Don Hutchisson, 1975. Sursurunga grammar essentials. Unpublished manuscript. Ukarumpa: Summer Institute of Linguistics.",Ross-1342-2016;HutchissonND;s_Hutchisson_Sursurunga
1343,Malalamai,mala1489,,mmt,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1343,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.",LincolnND
1346,Wab,wabb1237,,wab,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1346,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.",LincolnND
1347,Biliau,awad1244,,bcu,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1347,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.",LincolnND
1348,Roinji,ronj1237,,roe,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1348,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.",LincolnND
1349,Bali-Vitu,unea1237,,bbn,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1349,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.",LincolnND
1350,Nenaya,mato1252,,met,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1350,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.",LincolnND
1353,Mindiri,mind1255,,mpn,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1353,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.",LincolnND
1355,Sio,sioo1240,,xsi,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1355,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.",LincolnND
1356,Malasanga,mala1487,,mqz,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1356,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.",LincolnND
1358,Mutu,mutu1242,,tuc,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1358,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.",LincolnND
1359,Gitua,gitu1237,,ggt,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1359,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.",LincolnND
1360,Arop,arop1242,,aps,,,,,Lincoln (n.d.),https://abvd.shh.mpg.de/austronesian/language.php?id=1360,Kwang-Ju Cho,Kwang-Ju Cho,"Lincoln, Piet. (n.d.) Rai Coast Survey.

This had been classified as Schouten/Siau (i.e. Arop dialect of Sissano). I've reclassified it as Vitiaz/Korap (i.e. as Arop-Lokep). Unfortunately there are two NNG languages called 'Arop'! (MR, 28/07/17)",LincolnND
1361,Bebeli,bebe1252,,bek,,,,,Hiroko Sato,https://abvd.shh.mpg.de/austronesian/language.php?id=1361,Malcolm Ross,Malcolm Ross,,Sato-1361-2016
1364,Irarutu,irar1238,,irh,,,,,Jackson 2014,https://abvd.shh.mpg.de/austronesian/language.php?id=1364,Antoinette Schapper,Simon Greenhill,,g_Jackson_Irarutu
1369,Drubea,dumb1241,,duf,,,,,Shintani T.L.A dictionnaire,https://abvd.shh.mpg.de/austronesian/language.php?id=1369,Wamytan Théodore,,Quelques mots en naa drubea,Shintani1990a
1374,Sori,sori1242,,sbh,,,,,Smythe and Z'Graggen (1975),https://abvd.shh.mpg.de/austronesian/language.php?id=1374,Kwang-Ju Cho,,"Smythe, William E. and Z'Graggen, J. (1975). Comparative Wordlists of the Admiralty Island Languages. Workpapers in New Guinea Languages, SIL: Ukarumpa, Papua New Guinea.",317042
1375,Lup,herm1237,,llf,,,,,Smythe and Z'Graggen (1975),https://abvd.shh.mpg.de/austronesian/language.php?id=1375,Kwang-Ju Cho,,"Smythe, William E. and Z'Graggen, J. (1975). Comparative Wordlists of the Admiralty Island Languages. Workpapers in New Guinea Languages, SIL: Ukarumpa, Papua New Guinea.",317042
1377,Ponam,pona1250,,ncc,,,,,Smythe and Z'Graggen (1975),https://abvd.shh.mpg.de/austronesian/language.php?id=1377,Kwang-Ju Cho,,"Smythe, William E. and Z'Graggen, J. (1975). Comparative Wordlists of the Admiralty Island Languages. Workpapers in New Guinea Languages, SIL: Ukarumpa, Papua New Guinea.",317042
1378,Andra,andr1248,,anx,,,,,Smythe and Z'Graggen (1975),https://abvd.shh.mpg.de/austronesian/language.php?id=1378,Kwang-Ju Cho,,"Smythe, William E. and Z'Graggen, J. (1975). Comparative Wordlists of the Admiralty Island Languages. Workpapers in New Guinea Languages, SIL: Ukarumpa, Papua New Guinea.",317042
1380,Jiriw,nali1245,,nss,,,,,Smythe and Z'Graggen (1975),https://abvd.shh.mpg.de/austronesian/language.php?id=1380,Kwang-Ju Cho,,"Smythe, William E. and Z'Graggen, J. (1975). Comparative Wordlists of the Admiralty Island Languages. Workpapers in New Guinea Languages, SIL: Ukarumpa, Papua New Guinea.",317042
1382,Bujan,kele1258,,sbc,,,,,Smythe and Z'Graggen (1975),https://abvd.shh.mpg.de/austronesian/language.php?id=1382,Kwang-Ju Cho,,"Smythe, William E. and Z'Graggen, J. (1975). Comparative Wordlists of the Admiralty Island Languages. Workpapers in New Guinea Languages, SIL: Ukarumpa, Papua New Guinea.",317042
1383,Mokaren,moke1240,,mft,,,,,Smythe and Z'Graggen (1975),https://abvd.shh.mpg.de/austronesian/language.php?id=1383,Kwang-Ju Cho,,"Smythe, William E. and Z'Graggen, J. (1975). Comparative Wordlists of the Admiralty Island Languages. Workpapers in New Guinea Languages, SIL: Ukarumpa, Papua New Guinea.",317042
1384,Bipi,bipi1237,,biq,,,,,Smythe and Z'Graggen (1975),https://abvd.shh.mpg.de/austronesian/language.php?id=1384,Kwang-Ju Cho,,"Smythe, William E. and Z'Graggen, J. (1975). Comparative Wordlists of the Admiralty Island Languages. Workpapers in New Guinea Languages, SIL: Ukarumpa, Papua New Guinea.",317042
1386,Tulu,tulu1259,,rak,,,,,Smythe and Z'Graggen (1975),https://abvd.shh.mpg.de/austronesian/language.php?id=1386,Kwang-Ju Cho,,"Smythe, William E. and Z'Graggen, J. (1975). Comparative Wordlists of the Admiralty Island Languages. Workpapers in New Guinea Languages, SIL: Ukarumpa, Papua New Guinea.",317042
1387,Pak,pakt1239,,pkg,,,,,Smythe and Z'Graggen (1975),https://abvd.shh.mpg.de/austronesian/language.php?id=1387,Kwang-Ju Cho,,"Smythe, William E. and Z'Graggen, J. (1975). Comparative Wordlists of the Admiralty Island Languages. Workpapers in New Guinea Languages, SIL: Ukarumpa, Papua New Guinea.",317042
1389,Baluan,balu1257,,blq,,,,,Smythe and Z'Graggen (1975),https://abvd.shh.mpg.de/austronesian/language.php?id=1389,Kwang-Ju Cho,,"Smythe, William E. and Z'Graggen, J. (1975). Comparative Wordlists of the Admiralty Island Languages. Workpapers in New Guinea Languages, SIL: Ukarumpa, Papua New Guinea.",317042
1391,Avau,avau1237,,avb,,,,,"Malcolm Ross, fieldnotes (ca 1981), supplemented from Hiroko Sato,fieldnotes (2015) and an anonymous SIL short wordlist",https://abvd.shh.mpg.de/austronesian/language.php?id=1391,Malcolm Ross,Malcolm Ross,,Sato-1391-2016
1392,Hote (Misim dialect),hote1245,,hot,,,,,"(1) Malcolm Ross, fieldnotes (2) Marguerite Muzzey, n.d. Electronic dictionary of Hote. Ukarumpa: Summer Institute of Linguistics",https://abvd.shh.mpg.de/austronesian/language.php?id=1392,Malcolm Ross,Malcolm Ross,,Ross-1392-2016;MuzzeyND
1393,Nyindrou,nyin1250,,lid,,,,,"William H. Martin and others, n.d. Electronic dictionary of Nyindrou. Ukarumpa: Summer Institute of Linguistics.",https://abvd.shh.mpg.de/austronesian/language.php?id=1393,Malcolm Ross,Malcolm Ross,,MartinND
1394,Sissano (Arop dialect),siss1243,,sso,,,,,"(1) Malcolm Ross, fieldnotes (2) Whiteacre (n.d.), (3) Whiteacre (1986)",https://abvd.shh.mpg.de/austronesian/language.php?id=1394,Malcolm Ross,Malcolm Ross,"(1) Malcolm Ross, fieldnotes
(2) Steve Whiteacre, n.d., Electonic dictionary of Malol Sissano.
(3) Whitacre, Steve, 1986. Arop/Sissano grammar essentials.  Unpublished ms, Summer Institute of Linguistics, Ukarumpa. http://www-01.sil.org/pacific/png/.",Ross-1394-2016;WhiteacreND;Whiteacre1986
1395,Akolet,akol1237,,akt,,,,,Hiroko Sato,https://abvd.shh.mpg.de/austronesian/language.php?id=1395,Kwang-Ju Cho,Kwang-Ju Cho,,Sato-1395-2016
1396,Na'ahai (Mbatvanui) 162-85,malf1237,,mlx,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1396,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1396-2016
1398,Axamb (Small Island-Brisbane) 162-89,axam1237,,ahb,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1398,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1398-2016
1401,Mandri (Farun) 162-91,,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1401,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1401-2016
1404,Nasvang (Farun) 162-93,nasv1234,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1404,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1404-2016
1411,Navwien 162-87,navw1234,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1411,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1411-2016
1412,Uliveo (Lurtes) 162-107,mask1242,,klv,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1412,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1412-2016
1421,Avok (Avok) 162-99,avok1244,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1421,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1421-2016
1423,Anuki,anuk1239,,aui,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1423,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1424,Sinaugoro (Balawaia Dialect),sina1266,,snc,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1424,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1425,Buhutu,buhu1237,,bxh,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1425,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1426,Bunama,buna1276,,bdd,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1426,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1427,Bwaidoga,bwai1242,,bwd,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1427,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1428,Dawawa,dawa1242,,dww,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1428,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1429,Dobu,dobu1241,,dob,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1429,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1431,Gapapaiwa,gapa1238,,pwg,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1431,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1432,Ghayavi,ghay1237,,bmk,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1432,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1434,Hula,hula1239,,hul,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1434,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1435,Iamalele,iama1237,,yml,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1435,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1436,Iduna,idun1242,,viv,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1436,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1438,Koluwawa,kolu1245,,klx,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1438,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1439,Lala,lala1268,,nrz,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1439,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1441,Minaveha,mina1269,,mvn,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1441,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1454,Sewa,sewa1251,,sew,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1454,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1458,Tubetube,bwan1241,,tte,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1458,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1459,Wedau,weda1241,,wed,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1459,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1460,'Auhelawa,auhe1237,,kud,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1460,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1461,'Oyaoya,oyao1237,,oyy,,,,,Schlossberg (2012),https://abvd.shh.mpg.de/austronesian/language.php?id=1461,Malcolm Ross,Malcolm Ross,"Schlossberg's data come from various sources.
See Schlossberg 2012 for details",schlossberg2012
1479,Paicî,paic1239,,pri,,,,,"Rivierre, 1983",https://abvd.shh.mpg.de/austronesian/language.php?id=1479,Mary Walworth,,"Rivierre, Jean-Claude. 1983. Dictionnaire Paici-Français. Paris:SELAF.

This language has tones which I've identified as: ˥ 'high', ˧ 'mid',  ˩ 'low'. 

Rivierre wrote double V's for long vowels. I have written them as V:, otherwise, his transcription is represented here.",8286
1480,Nyelâyu (Belep Dialect),nyal1254,,yly,,,,,Dubois (1985),https://abvd.shh.mpg.de/austronesian/language.php?id=1480,Stephanie Rabault-Geneix,,"Dubois, M. J. (1985). Histoire resumee de Belep (Nouvelle-Caledonie). Noumea: Publication de la Societe de'Etudes Historiques de la Nouvelle Caledonie",Dubois1985
1484,Aro,arho1237,,aok,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1484,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1485,Arʃa,arha1237,,aqr,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1485,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1489,Kapone,nume1242,,kdk,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1489,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1491,Moeneᵐbeŋ,caac1237,,msq,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1491,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1492,Neku,neku1237,,nek,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1492,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1495,Nɛmi,nemi1240,,nem,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1495,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1497,Pinje,pije1237,,piz,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1497,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1498,Poai,fwai1237,,fwa,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1498,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1499,Poamei,pwaa1237,,pme,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1499,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1500,Poapoã,pwap1237,,pop,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1500,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1501,Sirehë,zire1240,,sih,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1501,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1502,Wamoaŋ,waam1236,,wmn,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1502,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1503,camuki,cemu1238,,cam,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1503,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1504,Ciri,tiri1258,,cir,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1504,Mary Walworth,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1505,ɲua,yuag1237,,nua,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1505,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1506,ʝalasu,bala1316,,,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1506,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1507,ʰMoaekɛ,vama1243,,mkt,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1507,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1508,ʰMoavekɛ,hmwa1243,,mrk,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1508,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1511,ᵐBoewe,orow1242,,bpk,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1511,Mary Walworth,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1512,‘Aragùrɛ,xara1243,,axx,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1512,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1513,’Aekɛ,haek1239,,aek,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1513,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1514,’Avekɛ,have1241,,hvk,,,,,Leenhardt (1946),https://abvd.shh.mpg.de/austronesian/language.php?id=1514,Mary Walworth and John Lynch,,"Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie",303461
1626,Mangaia,mang1402,,rar,,,,,Mangaian Dictionary Online (2016),https://abvd.shh.mpg.de/austronesian/language.php?id=1626,Mary Walworth,Mary Walworth,http://taramangaia.cookislandsdictionary.com/about,MangaiaOD
1636,Tahitian,tahi1242,,tah,,,,,Fare Vana'a,https://abvd.shh.mpg.de/austronesian/language.php?id=1636,Mary Walworth,,This is the most comprehensive source of Tahitian. Recently updated:  http://www.farevanaa.pf/dictionnaire.php,AT2020
